0.000300	844
0.000360	867
0.000480	87
0.000480	310
0.000540	229
0.000600	142
0.000720	971
0.000780	358
0.000900	936
0.000900	951
0.001020	818
0.001020	949
0.001140	413
0.001140	475
0.001260	621
0.001380	233
0.001440	392
0.001620	125
0.001680	594
0.001860	301
0.001860	762
0.001920	293
0.001980	931
0.002040	84
0.002100	66
0.002100	445
0.002160	309
0.002280	210
0.002400	78
0.002400	943
0.002460	898
0.002640	181
0.002640	217
0.003240	994
0.003300	997
0.003420	269
0.003420	789
0.003780	990
0.003840	163
0.003900	974
0.004020	890
0.004140	534
0.004200	93
0.004500	155
0.004560	34
0.004560	313
0.004620	697
0.004680	955
0.004800	760
0.004860	196
0.004860	856
0.004980	489
0.005040	472
0.005280	841
0.005460	959
0.005640	194
0.005700	1012
0.005880	149
0.005880	347
0.005940	809
0.005940	962
0.006060	391
0.006060	500
0.006360	133
0.006540	1004
0.006600	305
0.006660	190
0.006660	940
0.006720	383
0.006720	706
0.006840	193
0.006840	624
0.006960	252
0.007020	973
0.007140	182
0.007260	108
0.007380	236
0.007380	852
0.007440	861
0.007500	189
0.007620	166
0.007680	573
0.007920	278
0.008040	563
0.008220	581
0.008400	171
0.008400	920
0.008460	409
0.008580	562
0.008880	926
0.008940	464
0.009180	935
0.009240	132
0.009240	660
0.009240	983
0.009300	306
0.009360	98
0.009360	927
0.009480	761
0.009720	558
0.009840	1016
0.009900	439
0.009960	38
0.009960	523
0.009960	945
0.010080	297
0.010080	851
0.010260	213
0.010440	80
0.010440	850
0.010500	654
0.010620	655
0.010680	937
0.010800	241
0.010800	291
0.010980	21
0.011040	972
0.011100	353
0.011220	218
0.011520	373
0.011580	650
0.011640	909
0.011820	141
0.011940	137
0.012000	89
0.012060	312
0.012120	130
0.012300	318
0.012300	846
0.012360	912
0.012720	369
0.012780	110
0.012960	158
0.013080	159
0.013080	183
0.013080	268
0.013140	52
0.013140	331
0.013260	829
0.013320	1005
0.013380	298
0.013440	342
0.013800	404
0.013920	228
0.014040	23
0.014100	599
0.014220	881
0.014280	601
0.014400	113
0.014400	154
0.014400	966
0.014640	461
0.014820	290
0.014880	359
0.014940	333
0.015360	588
0.015420	380
0.015660	403
0.015660	889
0.015900	119
0.015900	219
0.015900	280
0.016020	377
0.016200	203
0.016260	172
0.016380	197
0.016380	204
0.016440	903
0.016440	932
0.016440	1021
0.016620	292
0.016620	766
0.016620	794
0.016740	774
0.016800	175
0.016800	319
0.017100	585
0.017220	206
0.017220	977
0.017280	999
0.017280	1014
0.017340	117
0.017460	277
0.017760	992
0.017880	185
0.018060	904
0.018120	337
0.018120	612
0.018360	975
0.018420	795
0.018540	45
0.018660	314
0.018720	83
0.018780	212
0.018780	730
0.018900	195
0.019080	506
0.019080	567
0.019200	895
0.019380	458
0.019380	879
0.019560	61
0.019620	665
0.019800	928
0.019980	258
0.020160	482
0.020700	68
0.020760	191
0.020760	833
0.021180	63
0.021480	289
0.021600	86
0.021660	1009
0.021840	136
0.022020	991
0.022080	263
0.022080	408
0.022080	941
0.022260	483
0.022320	168
0.022320	910
0.022440	525
0.022680	222
0.022740	641
0.022740	963
0.022920	863
0.022980	647
0.023160	128
0.023160	477
0.023580	127
0.023640	75
0.023640	370
0.023640	1022
0.024000	930
0.024060	3
0.024180	60
0.024180	114
0.024180	857
0.024300	115
0.024660	275
0.024900	242
0.024900	985
0.025080	179
0.025140	64
0.025260	447
0.025320	532
0.025440	46
0.025620	232
0.025800	821
0.025980	223
0.026040	345
0.026340	969
0.026520	765
0.026700	681
0.027420	410
0.027480	976
0.027540	281
0.027600	675
0.027900	169
0.027960	160
0.027960	544
0.028080	1003
0.028140	810
0.028260	887
0.028320	763
0.028440	106
0.028440	917
0.028500	225
0.028560	48
0.028620	343
0.028680	792
0.028680	1019
0.028920	478
0.028980	683
0.028980	996
0.029100	993
0.029160	273
0.029220	324
0.029520	230
0.029580	216
0.029760	153
0.029880	308
0.030120	885
0.030300	286
0.030540	632
0.030780	167
0.030900	202
0.031140	215
0.031200	396
0.031260	577
0.031440	37
0.031560	174
0.031740	6
0.032220	94
0.032400	221
0.032520	50
0.032520	435
0.032640	598
0.032640	869
0.032820	173
0.032880	505
0.033060	246
0.033060	960
0.033180	109
0.033540	15
0.033780	27
0.033840	220
0.034020	140
0.034320	874
0.034380	126
0.034680	870
0.034800	986
0.035160	157
0.035160	161
0.035160	768
0.035280	129
0.035580	243
0.036300	198
0.036300	421
0.036480	942
0.036720	186
0.036900	915
0.037140	104
0.037560	801
0.038220	234
0.038700	44
0.038700	469
0.038820	105
0.038820	294
0.039480	177
0.039540	120
0.039840	145
0.040020	201
0.040260	578
0.040560	906
0.040560	939
0.040620	303
0.041040	897
0.041100	340
0.041160	944
0.041580	514
0.041700	633
0.041880	131
0.042540	463
0.042900	791
0.043140	238
0.043200	916
0.043980	121
0.043980	389
0.044400	943
0.044820	53
0.045300	96
0.045720	43
0.045900	175
0.045900	788
0.046440	156
0.046500	393
0.046740	259
0.046800	33
0.046980	184
0.047280	820
0.047400	209
0.047400	950
0.047760	71
0.048120	807
0.049140	62
0.049200	886
0.049800	240
0.049860	256
0.049920	30
0.050820	813
0.050940	100
0.051300	257
0.051720	264
0.051720	842
0.052020	147
0.052920	805
0.053100	237
0.053160	995
0.053340	998
0.053940	878
0.054480	55
0.055080	4
0.055260	65
0.056040	274
0.056340	139
0.056580	92
0.056700	231
0.057480	188
0.058380	54
0.058980	107
0.059340	321
0.059640	418
0.059700	452
0.060000	150
0.060120	205
0.060240	245
0.060660	90
0.061140	235
0.061140	961
0.061500	118
0.061560	224
0.061980	974
0.062460	953
0.062520	267
0.062520	398
0.063300	29
0.063360	95
0.065280	73
0.065640	40
0.065940	864
0.066360	152
0.066900	603
0.068220	350
0.069060	227
0.070500	22
0.072180	13
0.072840	83
0.073740	31
0.076620	673
0.076980	352
0.077040	446
0.078720	247
0.078780	58
0.079020	509
0.079080	20
0.079260	82
0.079680	51
0.079800	49
0.079800	320
0.080520	709
0.082380	1023
0.082500	265
0.083940	8
0.084780	1
0.085920	28
0.086580	18
0.087180	560
0.087420	10
0.089100	122
0.090000	81
0.091200	47
0.092700	982
0.094200	79
0.094920	388
0.096900	933
0.099240	9
0.099540	41
0.100320	749
0.102600	12
0.104220	123
0.107280	214
0.107700	460
0.108960	36
0.109140	108
0.112860	908
0.114660	97
0.115200	56
0.120420	182
0.122220	99
0.135180	1017
0.159720	102
0.179940	143
0.180300	42
0.192480	425
0.264360	72
0.266160	508
0.275820	16
1.644240	68
1.732260	22
1.733760	858
1.763160	666
1.769940	557
1.780440	888
1.893360	635
1.932600	45
1.958340	780
1.967100	561
2.041980	531
2.062020	524
2.107740	695
2.124540	371
2.156880	552
2.162880	39
2.169300	106
2.199000	477
2.206500	6
2.210820	687
2.218680	515
2.236800	264
2.239740	18
2.241000	739
2.256480	752
2.260200	965
2.283840	351
2.308440	3
2.313420	871
2.330880	958
2.334060	634
2.341620	10
2.345160	379
2.419560	790
2.455920	307
2.460720	671
2.475480	619
2.481120	911
2.499300	220
2.524800	68
2.531220	107
2.554980	218
2.562000	285
2.562300	660
2.570160	600
2.575560	787
2.587080	666
2.589180	493
2.595180	155
2.597640	353
2.597700	99
2.602860	156
2.609640	383
2.614080	77
2.632200	164
2.644980	608
2.649720	978
2.659560	557
2.660820	414
2.664060	95
2.667780	304
2.669880	680
2.670600	694
2.671380	136
2.672520	209
2.676180	647
2.683140	137
2.685360	22
2.692380	808
2.693160	226
2.710260	410
2.714460	260
2.736900	785
2.743920	1001
2.760900	611
2.762460	430
2.763480	186
2.766780	746
2.770140	154
2.771280	253
2.775420	1023
2.791680	119
2.793480	858
2.794560	126
2.796120	417
2.800860	144
2.815260	319
2.817300	899
2.820060	205
2.833500	613
2.846700	282
2.848260	182
2.851020	635
2.856120	239
2.860560	888
2.860680	695
2.862060	331
2.866680	127
2.885760	190
2.885880	92
2.888820	309
2.889480	241
2.892120	624
2.903400	161
2.911680	251
2.927760	351
2.928240	561
2.931960	328
2.934720	36
2.939520	683
2.941800	458
2.960640	641
2.996040	211
3.001740	971
3.002100	342
3.007500	657
3.010740	303
3.012840	247
3.013920	531
3.017280	106
3.017340	697
3.023820	175
3.027300	372
3.029820	580
3.037020	339
3.039540	477
3.045540	619
3.046440	310
3.049440	932
3.051540	1006
3.054240	73
3.060480	155
3.061800	965
3.073500	812
3.073680	135
3.075420	237
3.075900	122
3.077460	105
3.078900	371
3.091200	264
3.095580	231
3.096240	379
3.101700	157
3.102960	560
3.104460	634
3.120780	104
3.121620	867
3.122160	595
3.122400	308
3.124620	690
3.127620	350
3.127620	780
3.131880	898
3.143220	752
3.146160	413
3.146220	524
3.147180	270
3.151440	45
3.152640	267
3.164100	552
3.177480	286
3.177840	692
3.184260	470
3.185940	314
3.189660	985
3.191580	958
3.200640	712
3.200760	760
3.208680	972
3.214140	512
3.216300	671
3.218160	535
3.219960	252
3.229320	254
3.231600	962
3.234060	933
3.238200	261
3.247140	772
3.247380	555
3.248940	515
3.250020	114
3.250680	297
3.258060	567
3.258360	816
3.260040	407
3.262080	463
3.271140	666
3.273240	443
3.274620	321
3.274800	687
3.277140	28
3.280260	148
3.285540	304
3.286980	307
3.290940	322
3.295140	467
3.299760	817
3.301860	125
3.302280	255
3.303600	133
3.306720	934
3.307200	194
3.313260	230
3.317460	298
3.317940	174
3.321540	312
3.322260	658
3.323160	670
3.323460	871
3.326280	336
3.331380	894
3.342540	313
3.346080	790
3.355980	600
3.361620	731
3.369600	27
3.371580	325
3.373740	768
3.376380	150
3.378180	258
3.378780	672
3.380400	218
3.382320	553
3.392520	39
3.403920	3
3.407640	248
3.409260	638
3.409800	190
3.410460	16
3.411180	640
3.411960	68
3.414180	809
3.414660	285
3.420120	739
3.427860	182
3.431880	403
3.433560	147
3.433620	238
3.436620	647
3.437100	840
3.437580	77
3.438300	785
3.443520	823
3.446700	725
3.448680	557
3.453840	275
3.454560	311
3.465240	156
3.470100	710
3.471780	442
3.472200	993
3.475740	99
3.476460	171
3.477600	203
3.479040	110
3.492780	614
3.494940	493
3.495180	107
3.499080	246
3.510960	97
3.513420	271
3.516120	792
3.516240	762
3.517380	161
3.519660	754
3.521640	136
3.521940	123
3.522060	137
3.522240	18
3.525960	10
3.528240	215
3.529080	673
3.533640	977
3.534540	811
3.540840	899
3.543480	903
3.545700	22
3.546180	810
3.552420	678
3.554520	85
3.554580	713
3.559920	633
3.561240	309
3.564000	272
3.567660	109
3.573000	154
3.581160	112
3.585540	654
3.593820	434
3.595020	884
3.596520	106
3.600120	757
3.602220	209
3.602340	680
3.603360	767
3.603840	119
3.609480	88
3.611100	631
3.616680	254
3.624000	660
3.627120	214
3.627600	117
3.629700	929
3.630960	144
3.633000	127
3.636240	48
3.644880	270
3.651780	839
3.652980	179
3.654180	898
3.654300	613
3.655620	722
3.659520	308
3.662160	771
3.663600	751
3.665460	362
3.672900	858
3.673140	236
3.676680	378
3.677040	787
3.679080	773
3.686280	978
3.687360	205
3.688320	714
3.688560	728
3.689700	217
3.691260	784
3.693120	212
3.694740	95
3.697260	756
3.698340	155
3.701700	723
3.703980	888
3.712140	698
3.712380	911
3.713580	695
